date,symbol,open,close,high,low,volume,amount,amplitude,pct_change,chg_amount,turnover_rate,ret_1,ret_3,ret_5,ret_10,ret_20,ret_60,ma5,ma10,ma20,ma60,avg_amount_20,avg_turnover_5,volatility_5,volatility_10,pullback_10,pullback_20,distance_to_high_20,volume_ratio_5,close_vs_ma20,close_vs_ma60,ma20_slope_5,trend_quality,score,ranking_mode
2026-04-03,600036,39.76,39.4,39.82,39.36,464485,1835962093.0,1.16,-0.91,-0.36,0.23,-0.00905432595573441,0.0020345879959307034,-0.001014198782961384,-0.008805031446540879,0.005102040816326481,-0.04531136418706094,39.556,39.397000000000006,39.5105,39.27366666666667,2588489452.2,0.31,0.008112476206020057,0.011860689893090203,-0.010547463586137673,-0.017946161515453585,-0.017946161515453585,0.7280803889407209,-0.0027967249212235146,0.003216744043931019,0.003785424844073626,2,0.7133333333333333,fallback
2026-04-03,600900,27.0,26.7,27.0,26.66,656277,1757122436.0,1.26,-1.15,-0.31,0.27,-0.01147723065531292,-0.012573964497041401,-0.020183486238532167,-0.017660044150110354,-0.01621223286661755,-0.01512357063814096,26.954,27.038,27.176500000000004,26.679666666666666,2640425377.85,0.30999999999999994,0.005868348584864309,0.008612737608612293,-0.022336140607835953,-0.029090909090909167,-0.029090909090909167,0.864073101329321,-0.017533530807867237,0.0007621284623746671,-0.0001471643273669443,1,0.7033333333333334,fallback
2026-04-03,601166,18.9,18.69,18.92,18.65,479152,898497057.0,1.43,-1.11,-0.21,0.23,-0.01111111111111096,-0.006907545164718365,-0.0005347593582886168,-0.0053219797764767485,0.009179265658747493,-0.08962493911349245,18.802,18.731,18.742,18.937333333333335,1304227054.0,0.292,0.006986297290352959,0.014449240880962179,-0.011634056054997344,-0.016833245660178853,-0.016833245660178853,0.771960463673785,-0.0027745171273075853,-0.013060620995564376,0.005714898983123717,1,0.7033333333333334,fallback
