trial,objective,stop_loss_pct,take_profit_pct,trailing_profit_pct,trailing_drawdown_pct,top_n,hold_days,observations,trades,total_return,max_drawdown,win_rate,sharpe,profit_factor,avg_trade_return,avg_period_return,params,backtest_config
1802,-12.5,-5.5,4.5,4.0,1.8,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 4.0, 'weakTakeProfitPct': 4.0, 'exitDrawdownFromHighPct': 1.8}"
1807,-12.5,-5.5,4.5,4.0,2.5,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 4.0, 'weakTakeProfitPct': 4.0, 'exitDrawdownFromHighPct': 2.5}"
1808,-12.5,-5.5,4.5,4.0,2.5,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 4.0, 'weakTakeProfitPct': 4.0, 'exitDrawdownFromHighPct': 2.5}"
1813,-12.5,-5.5,4.5,4.0,3.2,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 4.0, 'weakTakeProfitPct': 4.0, 'exitDrawdownFromHighPct': 3.2}"
1814,-12.5,-5.5,4.5,4.0,3.2,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 4.0, 'weakTakeProfitPct': 4.0, 'exitDrawdownFromHighPct': 3.2}"
1819,-12.5,-5.5,4.5,5.0,1.8,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 5.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 1.8}"
1820,-12.5,-5.5,4.5,5.0,1.8,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 5.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 1.8}"
1825,-12.5,-5.5,4.5,5.0,2.5,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 5.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 2.5}"
1826,-12.5,-5.5,4.5,5.0,2.5,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 5.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 2.5}"
1831,-12.5,-5.5,4.5,5.0,3.2,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 5.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 3.2}"
1832,-12.5,-5.5,4.5,5.0,3.2,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 4.5, 'takeProfitPartialPct': 5.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 3.2}"
1837,-12.5,-5.5,6.0,3.0,1.8,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 3.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 1.8}"
1838,-12.5,-5.5,6.0,3.0,1.8,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 3.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 1.8}"
1843,-12.5,-5.5,6.0,3.0,2.5,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 3.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 2.5}"
1844,-12.5,-5.5,6.0,3.0,2.5,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 3.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 2.5}"
1849,-12.5,-5.5,6.0,3.0,3.2,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 3.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 3.2}"
1850,-12.5,-5.5,6.0,3.0,3.2,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 3.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 3.2}"
1855,-12.5,-5.5,6.0,4.0,1.8,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 4.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 1.8}"
1856,-12.5,-5.5,6.0,4.0,1.8,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.15, 'ret20': 0.1, 'ret5': 0.04, 'avgTurnover5': 0.1, 'volumeRatio5': 0.04, 'volatility10': 0.16, 'pullback10': 0.18, 'closeVsMa20': 0.09, 'closeVsMa60': 0.05, 'ret60': 0.03, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.04}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 4.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 1.8}"
1861,-12.5,-5.5,6.0,4.0,2.5,3,4,60,5,-0.008251479317540333,-0.02355474605031327,0.2,-1.0706156093948531,0.7044129057570645,-0.006377497033552837,-0.00013609157765618146,"{'min_avg_amount_20': 200000000.0, 'min_price_above_ma20': True, 'min_trend_quality': 2, 'min_ma20_slope_5': -0.002, 'ret20_min': -0.02, 'ret20_max': 0.12, 'ret5_min': -0.045, 'ret5_max': 0.02, 'pullback10_min': -0.055, 'pullback10_max': -0.008, 'close_vs_ma20_min': -0.03, 'close_vs_ma20_max': 0.018, 'max_volatility10': 0.015, 'volume_ratio5_min': 0.65, 'volume_ratio5_max': 1.35, 'top_n': 30, 'weights': {'ret10': 0.12, 'ret20': 0.08, 'ret5': 0.03, 'avgTurnover5': 0.12, 'volumeRatio5': 0.05, 'volatility10': 0.18, 'pullback10': 0.2, 'closeVsMa20': 0.12, 'closeVsMa60': 0.04, 'ret60': 0.02, 'distanceToHigh20': 0.02, 'ma20Slope5': 0.06}}","{'topN': 5, 'maxPositions': 5, 'initialCapital': 10000000, 'lotSize': 100, 'slippageBp': 10, 'feeBp': 3, 'entryAt': 'next_open', 'maxHoldDays': 5, 'stopLossPct': -5.5, 'takeProfitPct': 6.0, 'takeProfitPartialPct': 4.0, 'weakTakeProfitPct': 5.0, 'exitDrawdownFromHighPct': 2.5}"
